Screen title @ Exact,Cover title @ Exact,ID,Region,Release date,Developer,Publisher,Tags
Top wo Nerae! GunBuster Vol. 1@トップをねらえ! GunBuster Vol. 1,Top wo Nerae! GunBuster Vol. 1@トップをねらえ! GunBuster Vol. 1,topwoneraegunbustervol1,Japan,1992-06-25,Riverhill,Riverhill,#players:1 #genre:adventure #addon:peripheral>cdromrom:expansion>supersystemcard #based:manganime #lang:ja
Top wo Nerae! GunBuster Vol. 2@トップをねらえ! GunBuster Vol. 2,Top wo Nerae! GunBuster Vol. 2@トップをねらえ! GunBuster Vol. 2,topwoneraegunbustervol2,Japan,1993-03-26,Riverhill,Riverhill,#players:1 #genre:adventure #addon:peripheral>cdromrom:expansion>supersystemcard #based:manganime #lang:ja
Travel Eple@Travel エプル,Travel Eple@Travel エプル,traveleple,Japan,1992-09-04,Telenet,Riot,#players:2:vs #genre:action #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #save:backup #lang:ja
Travellers! Densetsu wo Buttobase@とらべらーず！伝説をぶっとばせ,Travellers! Densetsu wo Buttobase@とらべらーず！伝説をぶっとばせ,travellersdensetsuwobuttobase,Japan,1994-12-29,Victor,Victor,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Uchū Senkan Yamato@宇宙戦艦ヤマト,Uchū Senkan Yamato@宇宙戦艦ヤマト,uchuusenkanyamato,Japan,1992-12-22,Bec,Human,#players:1 #genre:sim>strategy #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #based:manganime #lang:ja
Ultra Box,Ultra Box Sōkan-gō@ウルトラボックス創刊号,ultraboxsoukangou,Japan,1990-06-15,Fun Project,Victor,#players:1 #genre:minigames #addon:peripheral>cdromrom #lang:ja
Ultra Box,Ultra Box 2-gō@Ultra Box 2号 ウルトラボックス2号,ultrabox2gou,Japan,1990-09-28,Fun Project,Victor,#players:1 #genre:minigames #addon:peripheral>cdromrom #lang:ja
Ultra Box,Ultra Box 3-gō@Ultra Box 3 ウルトラボックス3号,ultrabox3gou,Japan,1990-12-28,Fun Project,Victor,#players:1 #genre:minigames #addon:peripheral>cdromrom #lang:ja
Ultra Box,Ultra Box 4-gō@Ultra Box ウルトラボックス4号,ultrabox4gou,Japan,1991-05-24,Fun Project,Victor,#players:1 #genre:minigames #addon:peripheral>cdromrom #lang:ja
Ultra Box,Ultra Box 5-gō@Ultra Box ウルトラボックス5号,ultrabox5gou,Japan,1991-09-27,Fun Project,Victor,#players:1 #genre:minigames #addon:peripheral>cdromrom #lang:ja
Ultra Box,Ultra Box 6-gō@Ultra Box ウルトラボックス6号,ultrabox6gou,Japan,1992-01-31,Fun Project,Victor,#players:1 #genre:minigames #addon:peripheral>cdromrom #lang:ja
Urusei Yatsura: Stay with You@うる星やつら ☆Stay with You☆,Urusei Yatsura: Stay with You@うる星やつら ☆Stay with You☆,uruseiyatsurastaywithyou,Japan,1990-06-29,Hudson,Hudson,#players:1 #genre:adventure #addon:peripheral>cdromrom #save:backup #based:manganime #lang:ja
Valis II@ヴァリスII,Valis II@ヴァリスII,valis2,Japan,1989-06-23,Telenet,Laser,#players:1 #genre:action>platformer #addon:peripheral>cdromrom #port:nec>pc88 #lang:ja
Valis II@ヴァリスII,Valis II@ヴァリスII,valis2,Japan,1989-06-23,Telenet,Laser,#players:1 #genre:action>platformer #addon:peripheral>cdromrom #port:nec>pc88 #lang:ja #alt:1
Valis II@ヴァリスII,Valis II@ヴァリスII,valis2,Japan,1989-06-23,Telenet,Laser,#players:1 #genre:action>platformer #addon:peripheral>cdromrom #port:nec>pc88 #lang:ja #alt:2
Valis III@ヴァリスIII,Valis III@ヴァリスIII,valis3,Japan,1989-09-07,Telenet,Laser,#players:1 #genre:action>platformer #addon:peripheral>cdromrom:controller>avenuepad3 #lang:ja
Valis III@ヴァリスIII,Valis III@ヴァリスIII,valis3,Japan,1989-09-07,Telenet,Laser,#players:1 #genre:action>platformer #addon:peripheral>cdromrom:controller>avenuepad3 #lang:ja #alt
Valis IV@ヴァリスIV,Valis IV@ヴァリスIV,valis4,Japan,1991-08-23,Telenet,Laser,#players:1 #genre:action>platformer #addon:peripheral>cdromrom #lang:ja
Vasteel,Vasteel,vasteel,Japan,1990-12-20,Human,Human,#players:2:vs #genre:sim>strategy #addon:peripheral>cdromrom:multitap>pce #save:backup #lang:ja
Vasteel 2,Vasteel 2@Vasteel 2 バスティール,vasteel2,Japan,1994-07-08,Human,Human,#players:1 #genre:sim>strategy #addon:peripheral>cdromrom:expansion>supersystemcard>arcadecard #save:backup #lang:ja
Virgin Dream,Virgin Dream@Virgin Dream ヴァージン・ドリーム,virgindream,Japan,1996-05-31,Tokuma Shoten,Tokuma Shoten,#players:1 #genre:adventure:sim>life #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Where in the World Is Carmen Sandiego?,Where in the World Is Carmen Sandiego?,whereintheworldiscarmensandiego,Japan,1990-03-30,Pack-In-Video,Pack-In-Video,#players:1 #genre:adventure:notagame>educational #addon:peripheral>cdromrom #port:apple>apple2 #lang:ja:en
Winds of Thunder,Winds of Thunder,windsofthunder,Japan,1993-04-23,Red/T's Music,Hudson,#players:1 #genre:shmup>h #addon:peripheral>cdromrom:expansion>supersystemcard #lang:ja
Wizardry I・II,Wizardry I・II@Wizardry I・II ウィザードリィ,wizardry12,Japan,1993-07-27,Sir-tech,Naxat,#players:1 #genre:rpg>dungeoncrawler #addon:peripheral>cdromrom:expansion>supersystemcard #save:password #port:apple>apple2 #multigame:compilation #lang:ja
Wizardry III・IV,Wizardry III・IV@Wizardry III・IV ウィザードリィ,wizardry34,Japan,1994-03-04,Sir-tech,Naxat,#players:1 #genre:rpg>dungeoncrawler #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #port:apple>apple2 #multigame:compilation #lang:ja
Wizardry V,Wizardry V: Heart of the Maelstrom@Wizardry V ウィザードリィ Heart of the Maelstrom,wizardry5,Japan,1992-09-25,Sir-tech,Naxat,#players:1 #genre:rpg>dungeoncrawler #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #port:apple>apple2 #lang:ja
Wonder Boy III: Monster Lair,Wonder Boy III: Monster Lair@Wonder Boy III: Monster Lair モンスター・レア,wonderboy3monsterlair,Japan,1989-08-31,Westone,Hudson,#players:2:coop #genre:action>platformer:shmup>h #addon:peripheral>cdromrom:multitap #port:arcade #lang:en
Wonder Boy III: Monster Lair,Wonder Boy III: Monster Lair@Wonder Boy III: Monster Lair モンスター・レア,wonderboy3monsterlair,Japan,,Westone,Hudson,#players:2:coop #genre:action>platformer:shmup>h #addon:peripheral>cdromrom:multitap #port:en #lang:ja #rev:1
World Heroes 2,World Heroes 2@World Heroes 2 ワールドヒーローズ,worldheroes2,Japan,1994-06-04,Agenda,Hudson,#players:2:vs #genre:fighting #addon:peripheral>cdromrom:expansion>arcadecard:multitap>pce:controller>avenuepad3>avenuepad6 #port:arcade #lang:ja
Wrestle Angels: Double Impact@レッスルエンジェルス Double Impact,Wrestle Angels: Double Impact@レッスルエンジェルス Double Impact,wrestleangelsdoubleimpact,Japan,1995-05-15,NEC Home Electronics,NEC Home Electronics,#players:2:vs #genre:sports>wrestling:sim>cardgame #addon:peripheral>cdromrom:expansion>supersystemcard>arcadecard:multitap>pce #lang:ja
Wrestling Universe: Fire Pro Joshi: Dome Chōjo Taisen: Zenjo vs JWP@Wrestling Universe ファイプロ女子 憧夢超女大戦 全女 vs JWP,Wrestling Universe: Fire Pro Joshi: Dome Chōjo Taisen: Zenjo vs JWP@Wrestling Universe ファイプロ女子 憧夢超女大戦 全女 vs JWP,wrestlinguniversefireprojoshidctzvsjwp,Japan,1995-02-03,HuneX,Human,#players:4:coop:vs #genre:fighting:sports>wrestling #addon:peripheral>cdromrom:expansion>arcadecard:multitap>pce #search:keyword>official #lang:ja
Xak@Xak サーク,Xak I・II@Xak サークI・II,xak12,Japan,1992-12-18,Telenet,Riot,#players:1 #genre:rpg>a #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #port:nec>pc88 #lang:ja
Xak III: The Eternal Recurrence@Xak III サーク The Eternal Recurrence,Xak III: The Eternal Recurrence@Xak III サーク The Eternal Recurrence,xak3theeternalrecurrence,Japan,1994-09-30,Micro Cabin,NEC Home Electronics,#players:1 #genre:rpg>a #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #port:nec>pc98 #lang:ja
YaWaRa! A Fashionable Judo Girl!,YaWaRa!,yawara,Japan,1992-10-01,Shogakukan/Hudson,Sofix,#players:1 #genre:adventure>visualnovel #addon:peripheral>cdromrom:expansion>supersystemcard #based:manganime #lang:ja
YaWaRa! 2: A Fashionable Judo Girl!,YaWaRa! 2,yawara2,Japan,1994-09-23,Shogakukan,Sofix,#players:1 #genre:adventure>visualnovel #addon:peripheral>cdromrom:expansion>supersystemcard #based:manganime #lang:ja
Yamamura Misa Suspense: Kinsenka Kyōezara Satsujin Jiken@山村美紗サスペンス 金盞花京絵皿殺人事件,Yamamura Misa Suspense: Kinsenka Kyōezara Satsujin Jiken@山村美紗サスペンス 金盞花京絵皿殺人事件,yamamuramisasuspensekksj,Japan,1992-03-06,Naxat,Naxat,#players:1 #genre:adventure #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Yami no Ketsuzoku: Harukanaru Kioku@闇の血族 遥かなる記憶,Yami no Ketsuzoku: Harukanaru Kioku@闇の血族 遥かなる記憶,yaminoketsuzokuhk,Japan,1993-12-17,System Sacom,Naxat,#players:1 #genre:adventure>visualnovel #addon:peripheral>cdromrom:expansion>supersystemcard #lang:ja
Yokoyama Mitsuteru Shin Sangokushi: Tenka wa Ware ni@横山光輝 真・三国志 天下は我に,Yokoyama Mitsuteru Shin Sangokushi: Tenka wa Ware ni@横山光輝 真・三国志 天下は我に,yokoyamamitsuterushinsangokushitwwn,Japan,1992-11-20,Naxat,Naxat,#players:1 #genre:sim>strategy #addon:peripheral>cdromrom #save:backup #based:manganime #lang:ja
Ys: Ancient Ys Vanished@イース Ancient Ys Vanished,Ys I・II: Ancient Ys Vanished@Ys イースI・II: Ancient Ys Vanished,ys12,Japan,1989-12-21,Alfa System,Hudson,#players:1 #genre:rpg>a #addon:peripheral>cdromrom #save:backup #port:nec>pc88 #lang:ja
Ys: Ancient Ys Vanished@イース Ancient Ys Vanished,Ys I・II: Ancient Ys Vanished@Ys イースI・II: Ancient Ys Vanished,ys12,Japan,1989-12-21,Alfa System,Hudson,#players:1 #genre:rpg>a #addon:peripheral>cdromrom #save:backup #port:nec>pc88 #lang:ja #alt
Ys: Wanderers from Ys,Ys III@Ys イース III,ys3,Japan,1991-03-22,Falcom,Hudson,#players:1 #genre:rpg>a #addon:peripheral>cdromrom #save:backup #port:nec>pc88 #lang:ja
Ys IV: The Dawn of Ys,Ys IV: The Dawn of Ys,ys4,Japan,1993-12-22,Hudson,Hudson,#players:1 #genre:rpg>a #addon:peripheral>cdromrom:expansion>supersystemcard:controller>avenuepad6:rss #save:backup #lang:ja
Ys IV: The Dawn of Ys,Ys IV: The Dawn of Ys,ys4,Japan,,Hudson,Hudson,#players:1 #genre:rpg>a #addon:peripheral>cdromrom:expansion>supersystemcard:controller>avenuepad6:rss #save:backup #lang:ja #rev:1
Yū Yū Hakusho@幽☆遊☆白書,Yū Yū Hakusho: Yami Shōbu!! Ankoku Bujutsu-kai@幽☆遊☆白書 闇勝負!! 暗黒武術会,yuyuhakushoyamishoubuabk,Japan,1993-09-30,Banpresto,Banpresto,#players:1 #genre:shooting>gallery #addon:peripheral>cdromrom:expansion>supersystemcard #based:manganime #lang:ja
Zan: Kagerō no Toki@斬 Zan 陽炎の時代,Zan: Kagerō no Toki@斬 Zan 陽炎の時代,zankagerounotooki,Japan,1991-12-27,Wolf Team,Taito,#players:1 #genre:sim>strategy #addon:peripheral>cdromrom #save:backup #port:nec>pc98 #lang:ja
Zero 4 Champ II@Zero 4 Champ II ゼロヨンチャンプII,Zero 4 Champ II@Zero 4 Champ II ゼロヨンチャンプII,zero4champ2,Japan,1993-03-05,Media Rings,Media Rings,#players:4:vs #genre:sim:racing #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #lang:ja
Zero Wing,Zero Wing@Zero Wing ゼロウイング,zerowing,Japan,1992-09-18,Naxat,Naxat,#players:1 #genre:shmup>h #addon:peripheral>cdromrom #port:arcade #lang:ja
Beast,Shadow of the Beast,shadowofthebeast,USA,1992,DMA Design/Reflections,Psygnosis/Turbo Technologies,#players:1 #genre:action #addon:peripheral>cdromrom:expansion>supersystemcard #port:commodore>amiga #lang:en
Beyond Shadowgate,Beyond Shadowgate,beyondshadowgate,USA,1993,ICOM Simulations/Byte-Size Sound,Turbo Technologies,#players:1 #genre:adventure #addon:peripheral>cdromrom:expansion>supersystemcard #lang:en
Bonk III: Bonk's Big Adventure,Bonk 3: Bonk's Big Adventure,pcgenjin3pithecanthropuscomputerurus,USA,1994-12,Red,Turbo Technologies,#players:2:coop #genre:action>platformer #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #lang:en
Buster Bros.,Buster Bros.,pang,USA,1993-01,Hudson,Hudson,#players:2:coop #genre:action #addon:peripheral>cdromrom:multitap>pce #port:arcade #lang:en
Camp California,Camp California,campcalifornia,USA,1993-07,ICOM Simulations/Tri Audio-Video,Turbo Techonologies,#players:1 #genre:action>platformer #addon:peripheral>cdromrom:expansion>supersystemcard #search:keyword>brand #lang:en
Cosmic Fantasy 2,Cosmic Fantasy 2,cosmicfantasy2boukenshounenban,USA,1992-06,Laser,Working Designs,#players:1 #genre:rpg>j #addon:peripheral>cdromrom #save:backup #lang:en
Dragon Slayer: The Legend of Heroes,Dragon Slayer: The Legend of Heroes,dragonslayerthelegendofheroes,USA,1992,Falcom,Hudson,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #port:nec>pc88 #search:franchise>dragonslayer #lang:en
Dungeon Explorer II,Dungeon Explorer II,dungeonexplorer2,USA,1993-09,Hudson,Hudson,#players:5:coop #genre:rpg>a #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #save:backup #lang:en
Dungeon Master: Theron's Quest,Dungeon Master: Theron's Quest,dungeonmastertheronsquest,USA,1993-05,FTL,Turbo technologies,#players:1 #genre:rpg>dungeoncrawler #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:en
Exile,Exile,exiletokinohasamae,USA,1992,Telenet,Working Designs,#players:1 #genre:rpg>a #addon:peripheral>cdromrom #save:backup #lang:en
Exile: Wicked Phenomenon,Exile: Wicked Phenomenon,exile2janennojishou,USA,1993-06,Telenet,Working Designs,#players:1 #genre:rpg>a #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:en
Fantastic Night Dreams: Cotton,Fantastic Night Dreams: Cotton,cotton,USA,1993-04,Hudson,Turbo technologies,#players:1 #genre:shmup>h #addon:peripheral>cdromrom:expansion>supersystemcard #port:arcade #lang:en
Fighting Street,Fighting Street,fightingstreet,USA,1989-11,CAPCOM,CAPCOM/NEC Home Electronics,#players:2:vs #genre:fighting #addon:peripheral>cdromrom:multitap>pce #port:arcade #lang:en
Final Zone II,Final Zone II,finalzone2,USA,1990-11,Telenet,NEC Technologies,#players:1 #genre:action>runandgun #addon:peripheral>cdromrom #lang:en
Forgotten Worlds,Forgotten Worlds,lostworlds,USA,1992-22,NEC Avenue,NEC Avenue,#players:2:coop #genre:shmup>v #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce:controller>avenuepad3>xe1ap #port:arcade #lang:en:ja
Gate of Thunder / Bonk's Adventure / Bonk's Revenge,Gate of Thunder / Bonk's Adventure / Bonk's Revenge,gateofthunder/pcgenjinpithecanthropuscomputerurus/pcgenjin2pithecanthropuscomputerurus,USA,1992-10-10,Hudson,Turbo Technologies,#players:5:vs #genre:shmup>h:action>platformer>maze #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #multigame:compilation #lang:en
Godzilla,Godzilla,godzillabakutouretsuden,USA,1994-10-03,Alfa System,Hudson,#players:2:vs #genre:fighting #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #based #lang:en
It Came from the Desert,It Came from the Desert,itcamefromthedesert,USA,1991-12,Cinemaware,NEC Technologies,#players:1 #genre:action:adventure #addon:peripheral>cdromrom #port:commodore>amiga #lang:en
Jack Nicklaus' Turbo Golf,Jack Nicklaus Turbo Golf,jacknicklausturbogolf,USA,1990,Accolade,Accolade,#players:4:vs #genre:sports>golf #addon:peripheral>cdromrom:multitap>pce #search:keyword>endorsed #lang:en
John Madden Duo CD Football,John Madden Duo CD Football,johnmaddenduocdfootball,USA,1993-09,Electronic Arts/Hudson,Turbo Technologies,#players:2:vs #genre:sports>football #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce:controller>avenuepad3 #search:keyword>endorsed #lang:en
Last Alert,Last Alert,redalert,USA,1991-01,Laser,NEC Technologies,#players:1 #genre:action>runandgun:shmup #addon:peripheral>cdromrom #lang:en
Loom,Loom,loom,USA,1992-11,LucasArts,Turbo Technologies,#players:1 #genre:adventure #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #port:pc #lang:en
Lords of Thunder,Lords of Thunder,windsofthunder,USA,1993-03,Red/T's Music,Hudson,#players:1 #genre:shmup>h #addon:peripheral>cdromrom:expansion>supersystemcard #lang:en
Lords of the Rising Sun,Lords of the Rising Sun,lordsoftherisingsun,USA,1992-07,Cinemaware,NEC Technologies,#players:1 #genre:sim>strategy #addon:peripheral>cdromrom #save:backup #port:commodore>amiga #lang:en
Might and Magic III: Isles of Terra,Might and Magic III: Isles of Terra,mightandmagic3islesofterra,USA,1994-08-17,Hudson,Hudson,#players:1 #genre:rpg>dungeoncrawler #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #port:pc #lang:en
Monster Lair,Monster Lair,wonderboy3monsterlair,USA,1989-12,Westone,Hudson,#players:2:coop #genre:action>platformer:shmup>h #addon:peripheral>cdromrom:multitap #port:arcade #lang:en
Murder Club,J. B. Harold: Murder Club,murderclub,USA,1991-05,Hudson,Hudson,#players:1 #genre:adventure #addon:peripheral>cdromrom #save:backup #port:nec>pc88 #lang:ja:en
Prince of Persia,Prince of Persia,princeofpersia,USA,1992-10,Riverhill/T's Music,Hudson,#players:1 #genre:action #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #port:apple>apple2 #lang:en
Riot Zone,Riot Zone,ookamitekimonshoucrestofwolf,USA,1993-05,Hudson/T's Music/Red,Hudson,#players:1 #genre:brawler #addon:peripheral>cdromrom:expansion>supersystemcard #port:arcade #lang:en
Shapeshifter,Shape Shifter,shapeshifter,USA,1992-10,ICOM/Tri Audio-Digital,Turbo Technnologies,#players:1 #genre:rpg>a #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #search:feature>sherlock #lang:en
Sherlock Holmes: Consulting Detective,Sherlock Holmes: Consulting Detective,sherlockholmesconsultingdetective,USA,1991-06,ICOM/Sleuth,NEC Technologies,#players:1 #genre:adventure #addon:peripheral>cdromrom #save:backup #lang:en
Sherlock Holmes: Consulting Detective Vol. II,Sherlock Holmes: Consulting Detective Vol. II,sherlockholmesconsultingdetectivevol2,USA,1993-06,ICOM/Sleuth,NEC Technologies,#players:1 #genre:adventure #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #search:feature>sherlock #lang:en
SimEarth: The Living Planet,SimEarth: The Living Planet,simearth,USA,1993,Maxis,Hudson,#players:1 #genre:sim>life>god #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #port:pc #lang:en
Splash Lake,Splash Lake,splashlake,USA,1992-08,NEC Avenue,Turbo Technologies,#players:2:coop #genre:puzzle:action #addon:peripheral>cdromrom:multitap>pce #save:backup #lang:en
Super AirZonk: Rockabilly-Paradise,Super AirZonk: Rockabilly-Paradise,cddenjinrockabillytengoku,USA,1994,Red/Hudson,Hudson,#players:1 #genre:shmup>h #addon:peripheral>cdromrom:expansion>supersystemcard #lang:en
SydMead's TerraForming,SydMead's TerraForming,terraforming,USA,1994,Right Stuff/Syd Mead,Turbo Technologies,#players:1 #genre:shmup>h #addon:peripheral>cdromrom:expansion>supersystemcard #lang:en
The Addams Family,The Addams Family,theaddamsfamily,USA,1991-11,ICOM,NEC Technologies,#players:1 #genre:action #addon:peripheral>cdromrom #based:movie #lang:en
The Dynastic Hero,The Dynastic Hero,choueiyuudensetsudynastichero,USA,1994,Westone/Syn,Hudson,#players:1 #genre:action>platformer #addon:peripheral>cdromrom:expansion>supersystemcard #port:sega>megadrive #lang:en
The Magical Dinosaur Tour,Magical Dinosaur Tour,magicalsaurustour,USA,1990-09,Fun Project,NEC Technologies,#players:1 #genre:notagame>educational #addon:peripheral>cdromrom #lang:en
Valis II,Valis II,valis2,USA,1991-03,Laser,NEC Technologies,#players:1 #genre:action>platformer #addon:peripheral>cdromrom #port:nec>pc88 #lang:en
Valis III,Valis III,valis3,USA,1992-03,Laser,NEC Technologies,#players:1 #genre:action>platformer #addon:peripheral>cdromrom:controller>avenuepad3 #lang:en
Vasteel,Vasteel,vasteel,USA,1993-04,Human,Working Designs,#players:2:vs #genre:sim>strategy #addon:peripheral>cdromrom:multitap>pce #save:backup #lang:en
Ys: Ancient Ys Vanished@イース Ancient Ys Vanished,Ys Book I & II,ys12,USA,1990-05,Alfa System,Hudson,#players:1 #genre:rpg>a #addon:peripheral>cdromrom #save:backup #port:nec>pc88 #lang:en
Ys: Ancient Ys Vanished@イース Ancient Ys Vanished,Ys Book I & II,ys12,USA,1990-05,Alfa System,Hudson,#players:1 #genre:rpg>a #addon:peripheral>cdromrom #save:backup #port:nec>pc88 #lang:en #alt
Ys: Wanderers from Ys,Ys III: Wanderers from Ys,ys3,USA,1991-11,Falcom,NEC Technologies,#players:1 #genre:rpg>a #addon:peripheral>cdromrom #save:backup #port:nec>pc88 #lang:en
[AÝA] Psychic Detective Series Vol 3,[AÝA] Psychic Detective Series Vol.3,ayapsychicdetectiveseriesvol3,Japan,,Data West,Data West,#players:1 #genre:adventure #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #port:fmtowns #lang:ja #unfinished:demo
Bishōjo Senshi Sailor Moon Collection@美少女戦士セーラームーン Collection コレクション,Bishōjo Senshi Sailor Moon Collection@美少女戦士セーラームーン Collection コレクション,bishoujosenshisailormooncollection,Japan,,TamTam,Banpresto,#players:1 #genre:minigames #addon:peripheral>cdromrom:expansion>supersystemcard #based:manganime #lang:ja #unfinished:demo
Bomber Man '94 Special Version@Bomber Man '94 Special Version / Bomber Man '94 キャラバン用 限定非売品,Bomber Man '94 Taikenban@Bomber Man '94 ボンバーマン 体験版,bomberman94taikenban,Japan,1993,Hudson,Hudson,#players:5:vs #genre:action>maze #addon:peripheral>cdromrom:multitap>pce #lang:ja #unfinished:demo
Burai II: Yami Kōtei no Gyakushū@Burai ブライII 闇皇帝の逆襲,Burai II: Yami Kōtei no Gyakushū@ブライII 闇皇帝の逆襲,burai2yamikouteinogyakushuu,Japan,,Riverhill,Riverhill,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja #unfinished:demo
Deden no Den: Deden no Kabuki-den@ででんのでん 電々のカブキ伝,Tengai Makyō: Deden no Den: Deden no Kabuki-den@天外魔境　ででんのでん 電々のカブキ伝,bomberman94,Japan,1994,Hudson/Red,Hudson,#players:4:vs #genre:action>maze #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #lang:ja #unfinished:demo
Duo-RX Hatsubai Kinen Tokubetsu-han: Hyper Catalog: Natsu 1994@Duo-RX 発売記念 特別版 ハイパーカタログ 夏1994,Duo-RX Hatsubai Kinen Tokubetsu-han: PC Engine Hyper Catalog CD-ROM: 1994 Summer@Duo-RX 発売記念 特別版 PCエンジン ハイパーカタログ CD-ROM: 1994 Summer,hypercatalogduo,Japan,1994,Alfa System/Hudson,Shogakukan,#players:1 #genre:sim>strategy:action:rpg #addon:peripheral>cdromrom:expansion>supersystemcard #disc:1>2 #multigame:compilation #lang:ja #unfinished:demo
Duo-RX Hatsubai Kinen Tokubetsu-han: Hyper Catalog: Natsu 1994@Duo-RX 発売記念 特別版 ハイパーカタログ 夏1994,Duo-RX Hatsubai Kinen Tokubetsu-han: PC Engine Hyper Catalog CD-ROM: 1994 Summer@Duo-RX 発売記念 特別版 PCエンジン ハイパーカタログ CD-ROM: 1994 Summer,hypercatalogduo,Japan,1994,Alfa System/Hudson,Shogakukan,#players:1 #genre:sim>strategy:action:rpg #addon:peripheral>cdromrom:expansion>supersystemcard #disc:2>2 #multigame:compilation #lang:ja #unfinished:demo
Emerald Dragon@エメラルドドラゴン,Emerald Dragon@Emerald Dragon エメラルド ドラゴン,emeralddragon,Japan,1994-01-28,MediaWorks/Glodia/Right Stuff,NEC Home Electronics,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #port:nec>pc88 #lang:ja #unfinished:demo
Faceball,Faceball@Faceball フェイス ボール,faceball2000,Japan,,Xanth/BPS,Riverhill,#players:2:vs #genre:shooting>fps #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #lang:ja #unfinished:demo
Fūun Kabuki-den: Tengai Makyō: Far East of Eden@風雲カブキ伝 天外魔境 Far East of Eden,Fūun Kabuki-den: Tengai Makyō: Far East of Eden@風雲カブキ伝 天外魔境 Far East of Eden,fuuunkabukidentengaimakyou,Japan,,Red,Hudson,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja #unfinished:demo
Garō Densetsu 2: Aratanaru Tatakai@GarouDensetsu 2 餓狼伝説2 新たなる闘い,Garō Densetsu 2: Aratanaru Tatakai@餓狼伝説2 新たなる闘い,garoudensetsu2at,Japan,,SNK,Hudson,#players:2:vs #genre:fighting #addon:peripheral>cdromrom:expansion>arcadecard:multitap>pce:controller>avenuepad6 #port:arcade #lang:ja #unfinished:demo
Garō Densetsu Special@GarouDensetsu 餓狼伝説 Special,Garō Densetsu Special@餓狼伝説 Special がろうでんせつスペシャル,garoudensetsuspecial,Japan,,SNK,Hudson,#players:2:vs #genre:fighting #addon:peripheral>cdromrom:expansion>arcadecard:multitap>pce:controller>avenuepad6:rss #port:arcade #lang:ja #unfinished:demo
Ginga Ojōsama Densetsu: Galaxy Freulein Yuna@銀河お嬢様伝説 Galaxy Fraulein ユナ♥,Ginga Ojōsama Densetsu: Galaxy Fraulein Yuna@銀河お嬢様伝説 Galaxy Fraulein ユナ♥,gingaojousamadensetsuyuna,Japan,,Red/Will/T's Music,Hudson,#players:1 #genre:adventure #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja #unfinished:demo
Hyper Catalog CD-ROM@ハイパーカタログ CD-ROM,PC Engine Hyper Catalog CD-ROM@PCエンジン ハイパーカタログ CD-ROM,hypercatalog,Japan,1992,Fun Project/Hudson,Shogakukan,#players:1 #genre:shmup>h:action>platformer:rpg>a #addon:peripheral>cdromrom:expansion>supersystemcard #multigame:compilation #lang:ja #unfinished:demo
Hyper Catalog CD-ROM 2: 1993 Spring@ハイパーカタログ CD-ROM 2: 1993 Spring,PC Engine Hyper Catalog CD-ROM 2@PCエンジン ハイパーカタログ CD-ROM 2,hypercatalog2,Japan,1993,Alfa System/Hudson,Shogakukan,#players:1 #genre:shmup>h:action>platformer:rpg>a #addon:peripheral>cdromrom:expansion>supersystemcard #multigame:compilation #lang:ja #unfinished:demo
